user_id,video_id,user_interests,watch_ratio,watch_time,liked
1440,0194ef974a2bef4e7566466a233831e4,Gaming|DIY|Education|Comedy,0.79,22.94,1
1440,f85ae197b011d7a3261e6e8a88c9fa8e,Gaming|DIY|Education|Comedy,1.15,22.0,1
1440,4395f9150dc0b2b00db6013886bdf492,Gaming|DIY|Education|Comedy,0.79,31.79,1
1440,41e5ebc084cc8c9aef655c7cda9c34bd,Gaming|DIY|Education|Comedy,0.18,4.57,0
1440,110010e5ff16d86386c55e3e20b9fe63,Gaming|DIY|Education|Comedy,0.07,3.94,0
1441,8c43534bf612624eb825590495ff39cc,Gaming|Food|Lifestyle|Pets,0.83,43.22,1
1441,66397c491344edd281630525fccc1688,Gaming|Food|Lifestyle|Pets,0.02,0.96,0
1441,ed4cae7aa2ef331c7db50aaa210834cb,Gaming|Food|Lifestyle|Pets,0.24,10.43,0
1441,113a021d1d908fa091eec348ef9e4398,Gaming|Food|Lifestyle|Pets,0.75,21.69,1
1442,529ca06692ee038f262382b9a0be5780,Tech|Education|Fashion,0.18,3.18,0
1442,88c7beec76519a671c3abf09381369fa,Tech|Education|Fashion,0.17,2.85,0
1442,9f1f6a8a355724e245c4debb0c709c7a,Tech|Education|Fashion,0.26,4.64,0
1442,1ce167e364ac4c157830df26aaf4c4fd,Tech|Education|Fashion,0.11,2.89,0
1442,ecc1461ed13c106c775dc0ad0688458f,Tech|Education|Fashion,0.77,38.54,0
1442,d9eb1144b01595fa88968fa6772f0129,Tech|Education|Fashion,0.24,6.22,0
1442,1bc797fa4ead5f1bbfe3f7dd113cc1d9,Tech|Education|Fashion,0.44,11.51,0
1442,8e34672565e80d79abaf9ae70e6aa4af,Tech|Education|Fashion,0.18,6.56,0
1442,f8b2a78d037d6e3cf284f7cd0fee94a4,Tech|Education|Fashion,0.27,8.78,0
1442,bc7baac34c0e3189cdc9e74266b758f1,Tech|Education|Fashion,0.05,0.65,0
1442,05ce45ede0757e031e3e098b2b06c93b,Tech|Education|Fashion,0.79,44.08,0
1443,523d2326ec26f534be4678bb46ab41f3,Sports|Travel|DIY,0.65,21.36,0
1443,cae1ec9ca0c7c60a2936855f3d53a663,Sports|Travel|DIY,0.18,6.01,0
1443,97e7fe8bd05a0ff1df95b2327d0b89d7,Sports|Travel|DIY,0.13,2.29,0
1443,a5bb2c2b54c028455dd98a03985fd801,Sports|Travel|DIY,0.29,9.43,0
1443,aa23519a7c9d672767a280bde0831d2f,Sports|Travel|DIY,0.02,0.8,0
1443,8412e8aace2c976d5d410f3ef2f33c4c,Sports|Travel|DIY,0.07,1.24,0
1443,898192160c86da934ff5578833428ed5,Sports|Travel|DIY,0.2,6.66,0
1443,1ce167e364ac4c157830df26aaf4c4fd,Sports|Travel|DIY,0.07,1.95,0
1443,e1f33ee36bb4c6ecc80bf1f9fef4bce9,Sports|Travel|DIY,0.23,12.46,0
1443,4a57ae7b1aacc283ef2b1d32f3161de8,Sports|Travel|DIY,0.17,2.08,0
1443,1e2ec157cdcc80d6627c6078e5384998,Sports|Travel|DIY,1.1,15.0,1
1443,72f4e9b193b97389887f1d7a8456791b,Sports|Travel|DIY,1.08,25.0,0
1443,1d9d56c67901db9da33fbbf4880f228c,Sports|Travel|DIY,0.94,16.05,1
1444,22b2ce0f76e73bfee5299671ccf6d219,Music|Lifestyle,0.14,4.99,0
1444,daf15a8534bdbdbd0dc74ad998e8d2d5,Music|Lifestyle,0.15,5.8,0
1444,ee781ee8d7ed0dab4f3aa3978675049e,Music|Lifestyle,0.59,14.06,0
1444,cc9b8f0be30e4c00c5de497c661916db,Music|Lifestyle,0.11,6.56,0
1444,7381eaa17d00d672eff14bada8b3c072,Music|Lifestyle,0.22,4.65,0
1444,ce805a8836336a92462da114cbc060cc,Music|Lifestyle,0.84,35.96,1
1444,c2bb62c0d0fc33823b9299a9d1389d5d,Music|Lifestyle,0.08,3.73,0
1444,d466097f75a9f2b05c3b9f9097fc22eb,Music|Lifestyle,0.27,3.54,0
1444,1bd183193e14a6c3ffb98135781c6992,Music|Lifestyle,0.07,2.41,0
1444,ca81fcf65519182a38438938fde0447e,Music|Lifestyle,0.3,7.67,0
1444,34c9ff3854723e2fd8572a12644a6650,Music|Lifestyle,0.28,5.01,0
1444,e2b0bb56daa5cd0d29e623793ac7e357,Music|Lifestyle,0.26,8.59,0
1444,050ec997d85c998ce3c0aa0d01d667f8,Music|Lifestyle,0.17,6.64,0
1444,258d37b5ea3bbdd4ebd2743b0b3b63bb,Music|Lifestyle,1.04,27.0,0
1445,1f02cce3bbe0d383af7652380a48cece,Fashion,0.04,1.07,0
1445,d98a5d30ac831ec0dcb5b03128bc9f62,Fashion,0.09,1.58,0
1445,e58f55f1de545a2ea229a8a8aaba1721,Fashion,0.98,30.39,1
1445,0d171cc6f95b69c0bbc450d0a6d1d9cb,Fashion,0.3,10.14,0
1445,7899113be465eede5d5075bf340041d9,Fashion,0.2,6.26,0
1445,b097f9da329556dd659da810a233344c,Fashion,0.07,2.25,0
1445,7ffe3650546e0760bea9f35084d25d8f,Fashion,0.09,1.97,0
1446,ff2d02c68852acd8373bc1c95b071c28,Travel|Gaming,0.09,1.72,0
1446,f5001f5a18df31c2357a9750cbebf171,Travel|Gaming,0.02,0.52,0
1446,a51030a5e2a98ea880abc466f4ecf7cb,Travel|Gaming,0.15,1.96,0
1446,bbd0ed7c42852f84af77f8dea306a0c7,Travel|Gaming,0.21,4.74,0
1446,e827cf9363dfc171d0177d8b41c066b2,Travel|Gaming,0.12,4.53,0
1447,7381eaa17d00d672eff14bada8b3c072,Fashion|Music,0.08,1.62,0
1447,80f69543edd218697c42d13d0043bad4,Fashion|Music,0.26,13.31,0
1447,119fefc118e456ddcc555197f292a5f4,Fashion|Music,0.1,1.46,0
1447,a8ebdaa246d778b27a66acee664d5514,Fashion|Music,0.98,13.68,1
1447,0a4dcb2577fbd45d97791fb060628405,Fashion|Music,0.23,13.09,0
1447,53f955500f6591d9c19e2a1567c5e0a5,Fashion|Music,0.78,17.92,0
1447,5072d06586dbabccb931ffe765137490,Fashion|Music,0.24,6.96,0
1448,9c244c22435bfef8f82d1997f4c09729,Education|Dance,0.08,2.44,0
1448,e827cf9363dfc171d0177d8b41c066b2,Education|Dance,0.65,24.63,0
1448,4f0f394f09ad5683fb7b81e885e54334,Education|Dance,0.17,8.89,0
1448,163e35146edd78e55b71d68d58808763,Education|Dance,0.88,43.9,1
1448,e2098b6d5e9960abefa66d8b96a58fd4,Education|Dance,0.17,3.85,0
1448,d614281fe430b7aa35bb2101be838242,Education|Dance,0.1,4.14,0
1448,c3fbafbe04c5a63008eac65e82a360cd,Education|Dance,0.72,13.0,0
1448,697232fbe7d3865b6317f8442ccb11fe,Education|Dance,0.13,4.04,0
1448,13c01180b3166de7939e266175a8f9e3,Education|Dance,0.3,4.47,0
1448,66d996a0f69ab244ae414241d345a0e3,Education|Dance,0.23,6.81,0
1448,d923e617aa3ce504646c2f237951f8f7,Education|Dance,0.27,5.91,0
1448,67bae6b81b76705712aa380c22be5925,Education|Dance,0.2,8.17,0
1448,7d66aaa05245211dc4df8fccc49d0a30,Education|Dance,0.19,7.82,0
1448,3363068959d7df9408620a9712ee835e,Education|Dance,0.21,8.31,0
1449,eb0919dd906310c89b8718e5b9bc7838,Beauty|Sports,0.27,9.01,0
1449,7a3ee4eb308a7023832448169c3f1ab9,Beauty|Sports,0.29,5.78,0
1449,844824850c88ce63c605928bedf20de8,Beauty|Sports,0.11,3.66,0
1449,72f4e9b193b97389887f1d7a8456791b,Beauty|Sports,0.75,18.64,1
1449,b851e1eb66445a694185d8b5bcdd0207,Beauty|Sports,0.18,2.64,0
1449,3ec5920348292ea124c436bbbcfc1c48,Beauty|Sports,0.21,7.47,0
1449,8703f22c26d40f0ea39c49debb50f2dd,Beauty|Sports,0.15,3.41,0
1449,0ed8012c05327c043ea44a2869ec4150,Beauty|Sports,0.92,17.4,1
1449,752cbe2acfe71ac04850d2169e2d992c,Beauty|Sports,0.28,9.57,0
1449,d210b50d1be2788a742ef3b08fbf1678,Beauty|Sports,0.09,1.46,0
1449,9bf1b7ad48564ffcf9e3b0e5183511cb,Beauty|Sports,0.25,7.87,0
1449,086713b6f6ab5e3743639f209176723c,Beauty|Sports,0.12,2.84,0
1450,a4c98441567843fe624bd2e98788d246,Dance|Lifestyle,0.61,22.55,0
1450,a7d9d9c5e4725142e31d881f01cb3dbe,Dance|Lifestyle,0.71,26.27,0
1450,820af4e0ef60661c76919cb0d91cfbf4,Dance|Lifestyle,0.28,11.62,0
1450,e7c687241316bfcec24f297ef64819fc,Dance|Lifestyle,0.05,2.3,0
1450,1b3734c73b4c112d72ae2e83b3dbb881,Dance|Lifestyle,0.92,24.72,1
1450,258d37b5ea3bbdd4ebd2743b0b3b63bb,Dance|Lifestyle,0.15,4.09,0
1450,d7c0a5c19928fa1554ef71a5c70a3b53,Dance|Lifestyle,0.19,3.56,0
1450,3fe842bbd1ac0592aee843f4cd7dbb2c,Dance|Lifestyle,0.22,8.51,0
1450,a24eae790dc8e8c2ef4cf852b835da67,Dance|Lifestyle,0.27,11.74,0
1451,721a3cabcb3df1f090301cfbe9270b54,Travel|Food|DIY|Dance,0.23,2.48,0
1451,4b4913193d58b7e07ca5e76736f3b6fb,Travel|Food|DIY|Dance,0.74,27.29,0
1451,ead7aaec15ebe95f872cb925bbf110c2,Travel|Food|DIY|Dance,0.19,2.81,0
1451,8480d87b5d31729a2ada3ab63bfbeb57,Travel|Food|DIY|Dance,0.77,22.4,1
1451,5cc3e1db8b548eb16b83a55cbcd6e4b4,Travel|Food|DIY|Dance,0.05,0.92,0
1451,fc63d24a94f23ee5381ef90700fab128,Travel|Food|DIY|Dance,0.09,1.66,0
1451,3f5265ac9cbf383443f29837c02d9a41,Travel|Food|DIY|Dance,0.04,0.38,0
1451,7f4b6a04c36db36f52f06859e71af1f1,Travel|Food|DIY|Dance,0.73,8.72,1
1451,91e4e41c3caa09e3a037206b36ca5e6e,Travel|Food|DIY|Dance,0.12,4.43,0
1451,1dfa70128943c20ae9f6084cc0aa9901,Travel|Food|DIY|Dance,0.72,20.87,0
1451,d6b92b94663760f3e6c57596a6af10e0,Travel|Food|DIY|Dance,0.04,1.88,0
1451,14c6efb1d2f0e86ea15de7db066a7f7e,Travel|Food|DIY|Dance,0.7,18.94,0
1451,377bcd56442d27e4f922176027b63cb0,Travel|Food|DIY|Dance,0.04,2.24,0
1452,aeec8f21ae6b614c4b0782abb36f050d,Tech|Food|Lifestyle,0.09,5.2,0
1452,ee2392a35de9259437cf7022b0043144,Tech|Food|Lifestyle,0.02,0.37,0
1452,89f787b8a89781243ba4f04743eae56f,Tech|Food|Lifestyle,0.19,5.03,0
1452,d5197aa9d9a4df1014ba0bb08f5bc126,Tech|Food|Lifestyle,0.75,24.09,1
1452,0bfbd272b6d4bb124138cb9747afa77f,Tech|Food|Lifestyle,0.92,22.08,0
1452,211cf7d6b44e5abad04f678b7179ea26,Tech|Food|Lifestyle,0.99,26.85,1
1452,d7fab9cad33ecdf71424e8e9f20b8512,Tech|Food|Lifestyle,0.64,23.84,0
1452,11dc3beb6e6b68479ffa0d0fc30cb238,Tech|Food|Lifestyle,0.08,2.79,0
1452,cb19c5c95ccea14977ee4af7f6c0abb6,Tech|Food|Lifestyle,0.2,8.4,0
1452,30fc2d20cfa8429984e61e10c8a2ee05,Tech|Food|Lifestyle,0.09,1.11,0
1452,7d66aaa05245211dc4df8fccc49d0a30,Tech|Food|Lifestyle,0.29,11.86,0
1453,651a8239041dd7b01779565bcf940348,Comedy|Pets|Travel|Lifestyle,0.99,41.56,1
1453,f04b9f03868724ffffda2d544fda174b,Comedy|Pets|Travel|Lifestyle,0.28,4.54,0
1453,f90c9d6b38bdf0d4a0ca74acf8f1ae76,Comedy|Pets|Travel|Lifestyle,0.2,1.6,0
1453,0b3f1f50739d9e159830e15635472a6f,Comedy|Pets|Travel|Lifestyle,0.44,7.56,0
1453,1e7ce0d3a870cfbe9030760ddda51939,Comedy|Pets|Travel|Lifestyle,0.78,15.66,0
1453,d9eb1144b01595fa88968fa6772f0129,Comedy|Pets|Travel|Lifestyle,0.11,2.95,0
1453,95e0a26821c0a60ba06019735155d186,Comedy|Pets|Travel|Lifestyle,1.07,21.0,1
1453,0d3ae8f89bac4463a7289f8de71903e5,Comedy|Pets|Travel|Lifestyle,0.02,0.77,0
1453,df1c286ec657b8f0e1b8b94e26da714b,Comedy|Pets|Travel|Lifestyle,0.09,3.61,0
1453,3061c0279499519da0d3947a20cb8cf5,Comedy|Pets|Travel|Lifestyle,0.73,7.33,0
1453,e250dd52f744c40b47d93f1428b176e0,Comedy|Pets|Travel|Lifestyle,0.09,2.2,0
1453,ac8504edbaa2d1c5933513f17390e771,Comedy|Pets|Travel|Lifestyle,0.45,25.89,0
1453,ad69cfe5b335880e385b08e4f4f90484,Comedy|Pets|Travel|Lifestyle,0.09,4.81,0
1453,3adc63f63dbafecb4aced9dffd8668cc,Comedy|Pets|Travel|Lifestyle,0.26,12.7,0
1454,ed9c1d2ea44d1bc8c1db8d2b64801716,Education,0.05,1.34,0
1454,aa69b9086e7333fd6a4d5b8056f643a0,Education,0.08,3.78,0
1454,10843e2ea4f89715165ba3d042ecbd9f,Education,0.16,4.45,0
1454,1ce167e364ac4c157830df26aaf4c4fd,Education,0.74,19.25,0
1454,f64c08a5a10ed57d0b253742ab61e540,Education,0.06,2.41,0
1454,0ba8a147842dc87fee5641a8040c9cd7,Education,0.11,4.33,0
1454,28289a527b46d1d1714f18d8448eb174,Education,0.12,2.02,0
1454,f6ce05ca751cc65594dd885b2713793f,Education,0.45,13.84,0
1455,ba19d5f26006fd96710249dedebad7ab,Gaming|DIY|Comedy,0.06,3.71,0
1455,86d387e5b1d87690a8155736795e6a8b,Gaming|DIY|Comedy,0.23,6.24,0
1455,69a140dc0c694b4754d56c3fbf1420e7,Gaming|DIY|Comedy,0.84,15.09,1
1455,20c6c54cb95613273581f3b133191381,Gaming|DIY|Comedy,0.18,6.57,0
1455,55589e6314d4103ad8eb87fa86e6ce07,Gaming|DIY|Comedy,0.05,1.26,0
1455,b795068dfc60ef70e10631c313530507,Gaming|DIY|Comedy,0.14,5.42,0
1456,6059053528d3c57d7b05b51d98a350be,Tech|Beauty|Education,1.07,28.0,0
1456,175bda41fa5ee28089300d3a8a059a54,Tech|Beauty|Education,0.07,1.05,0
1456,5998ea9bd7f017fd749878ae3a127622,Tech|Beauty|Education,0.82,14.69,1
1456,b851e1eb66445a694185d8b5bcdd0207,Tech|Beauty|Education,0.68,10.24,0
1456,35af568d99547873aac7c178caa6c065,Tech|Beauty|Education,0.72,26.08,1
1456,dbcf9a5605fc2d308a5bdec2e06d19dc,Tech|Beauty|Education,0.15,2.94,0
1456,2339760575ea6994c8c0bed55ccf6f7b,Tech|Beauty|Education,0.03,1.54,0
1457,123ce6e31428c61e411b62979d0811b9,Lifestyle|Food|Fashion|Gaming,0.07,1.28,0
1457,d00fd6cdb3be35a6ba5e1082f26b7e55,Lifestyle|Food|Fashion|Gaming,0.95,24.64,1
1457,82bb15b90f481e17f09eb5ec790dde5b,Lifestyle|Food|Fashion|Gaming,0.21,3.19,0
1457,4af3b5898f893ca4af669115bbe27b3d,Lifestyle|Food|Fashion|Gaming,0.28,11.07,0
1457,1c8633b60be76511cd4b1ac8b76c554d,Lifestyle|Food|Fashion|Gaming,0.8,31.99,0
1457,c3fbafbe04c5a63008eac65e82a360cd,Lifestyle|Food|Fashion|Gaming,0.92,16.49,0
1457,58e96db6cd62f2365302c685e971d466,Lifestyle|Food|Fashion|Gaming,0.79,18.18,0
1457,f4f46fb9f397387f6b681f23b0541cc1,Lifestyle|Food|Fashion|Gaming,0.9,15.34,1
1457,d7fab9cad33ecdf71424e8e9f20b8512,Lifestyle|Food|Fashion|Gaming,0.06,2.26,0
1457,1e296c0cc80a3d12742cf651de8497f1,Lifestyle|Food|Fashion|Gaming,0.43,14.27,0
1457,14c6efb1d2f0e86ea15de7db066a7f7e,Lifestyle|Food|Fashion|Gaming,1.1,27.0,0
1457,a555003612bae80962caaf0d1be6e67a,Lifestyle|Food|Fashion|Gaming,0.77,26.04,1
1457,86d0cd7d9ab45b7e60fc400b14eb3a6f,Lifestyle|Food|Fashion|Gaming,0.87,26.07,1
1457,efdb8bf020d80fc7977c2217513fdca1,Lifestyle|Food|Fashion|Gaming,0.97,19.3,0
1458,966f1d5ccee2d086654aa1b7b28bf5db,Comedy,0.7,15.42,0
1458,d0795369a50e12f6ef32219f7b6f7799,Comedy,0.76,27.33,0
1458,470f5481102e564648ebeda69089c188,Comedy,0.04,1.77,0
1458,e5b8da960b5050646ea01b06e8f08e01,Comedy,0.04,0.83,0
1458,5ebdaf0a23ac2cbb934541bc6484b6e9,Comedy,0.07,2.15,0
1458,86d387e5b1d87690a8155736795e6a8b,Comedy,0.02,0.44,0
1458,42b48f64571d51551a7da59196269883,Comedy,0.24,11.2,0
1458,3e59012f6fc7df7de781585442f8cca5,Comedy,0.08,1.94,0
1458,bb250006f8c3a9f67dc55a6545668f28,Comedy,0.04,0.51,0
1458,6288ae8a7ecf5fe9a8b96aa82b8b0d03,Comedy,0.27,9.11,0
1458,962e1f0a415030c430702f07ab294289,Comedy,0.12,3.17,0
1459,8dc383d5f338894af0fe2646ef499b94,Dance|Food,0.98,8.81,1
1459,3ffa9c0cda482c4defe560e5e38719da,Dance|Food,0.56,17.33,0
1459,fc34621320795f8291879ccf92180ffb,Dance|Food,0.22,6.06,0
1459,782d40bb6e19fde3f0bb6a0ada6641fa,Dance|Food,0.19,10.15,0
1459,92746d9a33479ecfb1ed7d4499c719be,Dance|Food,0.83,29.09,1
1459,35af568d99547873aac7c178caa6c065,Dance|Food,0.19,6.9,0
1459,a0a56d21c5cc873cc0029fb71dced633,Dance|Food,0.13,4.99,0
1460,35d755733ad15c936ce2016dd62bb365,Sports|Food|Dance|Pets,0.99,21.75,1
1460,e5eba33e1c7e41193c62557e728fb67c,Sports|Food|Dance|Pets,0.83,11.58,1
1460,027f53154729daf42dfefe040a260edf,Sports|Food|Dance|Pets,0.2,2.55,0
1461,bb87cb75e540f0eafa791ba2183c955c,Lifestyle,0.24,7.39,0
1461,78b7235d9ec51730c7e1f58dec206c2e,Lifestyle,0.28,7.0,0
1461,1638504a10833a3a5892d3b5d025bb23,Lifestyle,0.43,25.4,0
1461,35d755733ad15c936ce2016dd62bb365,Lifestyle,0.69,15.2,0
1461,27dd1b88703548c42793f33d384c9b7b,Lifestyle,0.25,14.96,0
1461,1c8633b60be76511cd4b1ac8b76c554d,Lifestyle,0.07,2.73,0
1461,b878c3fa7e18b34b9aaf6a765d7b7877,Lifestyle,0.04,1.55,0
1461,406a59b040ea8b16cae51b9a7def8a4f,Lifestyle,0.64,13.54,0
1462,0d9b17aa8cad5463aa55f35001f979fc,Fashion|Lifestyle,0.13,4.06,0
1462,1c21f9030b22b36f6fd3c6e87849442e,Fashion|Lifestyle,0.03,0.47,0
1462,2a7683b8602fcfaa8fd3367d468c8d34,Fashion|Lifestyle,0.09,2.26,0
1462,35ab04dc45c76593e14c9e041e02a6e1,Fashion|Lifestyle,0.11,2.32,0
1462,6d7301431fe56441eecf47301852ee0b,Fashion|Lifestyle,0.72,20.24,1
1462,80f69543edd218697c42d13d0043bad4,Fashion|Lifestyle,0.23,12.18,0
1462,818db24e623b8e86b5bfa94c99670a71,Fashion|Lifestyle,0.7,16.01,0
1463,5dc2671089f0516ffb934e544113e00b,Dance|Gaming|DIY,0.21,7.7,0
1463,1585b0b6bd76c6ded2ef76fec1c0ff05,Dance|Gaming|DIY,0.96,17.3,1
1463,44fa5fc0701f52d64376f4669bb3cf8d,Dance|Gaming|DIY,0.14,4.9,0
1463,d1fcd87bfbeb132548bbffa22ddd9e48,Dance|Gaming|DIY,0.1,2.14,0
1463,ea57d8ba5c4b513749c239ac3869fd14,Dance|Gaming|DIY,0.04,0.98,0
1463,740c532df0d925e2393788d16cbbb57d,Dance|Gaming|DIY,0.05,1.35,0
1463,af4dfcf401af381543a80b817e9718df,Dance|Gaming|DIY,0.28,5.31,0
1464,7c6085113d9ab110f60c0b45dba254d1,Tech|Sports,0.04,1.05,0
1464,f796acfc3f0261a188f1c465bc3584d7,Tech|Sports,0.17,9.68,0
1464,dc8dc25949a5c800964eba80ffc306ca,Tech|Sports,0.7,33.04,0
1464,962e1f0a415030c430702f07ab294289,Tech|Sports,0.23,5.91,0
1464,8cc9d011c1ca53af465c390ba19f434c,Tech|Sports,0.09,2.44,0
1464,c137c7a68c9f5fc3e656b2198527639c,Tech|Sports,0.23,3.28,0
1464,b89b4df0deec5f4e347f625974cdd1ae,Tech|Sports,0.02,0.81,0
1464,6daf2867ac9dddba2f16fee2decca10d,Tech|Sports,1.09,34.0,0
1464,bd6dc0dcf7fb3bbcd38dd6108d27be38,Tech|Sports,0.93,38.0,1
1464,3976f2a2f290c261454fe9c54d219a2d,Tech|Sports,0.29,6.17,0
1464,8a6c7c0878d20f60d36bce5de99195c2,Tech|Sports,0.06,0.83,0
1464,3feffd446d561f82a86546aa9ba7154e,Tech|Sports,0.21,4.22,0
1465,73fac91338fb402fca56d8f4d9381465,Comedy,0.58,15.65,0
1465,71a3f2bdc417085c582658e28e3c5baa,Comedy,0.17,4.03,0
1465,5198e96cb66feb11c2a29ab9cac09b93,Comedy,0.29,6.66,0
1465,159321f94f1d5d981f26e0d0a7f24429,Comedy,0.04,2.35,0
1465,3ffa9c0cda482c4defe560e5e38719da,Comedy,0.11,3.38,0
1465,1942aa8e9fe3c950755b20165a52bf92,Comedy,0.06,0.78,0
1465,529f048f57a30837094ffd58b6ec2617,Comedy,0.26,4.94,0
1466,fd9a352871e67a4d97f1ad26ffddfe8f,Sports,0.48,15.2,0
1466,966f1d5ccee2d086654aa1b7b28bf5db,Sports,0.78,17.19,0
1466,042c31052acc8c443b3e7d5d25797adf,Sports,0.17,3.78,0
1466,00a1be45cac1436cf1d03e8143bc7cbe,Sports,0.12,2.73,0
1466,c83c207b93dde429b7628c5f97e4496d,Sports,0.29,4.96,0
1466,f33f7bb557b4a10b623222e8c66072a3,Sports,1.05,12.0,0
1466,b07f22456c52c5f74876f5a9600835e0,Sports,0.04,1.58,0
1466,4a57ae7b1aacc283ef2b1d32f3161de8,Sports,0.05,0.66,0
1466,48f6300b726734acf819a4449375f3a9,Sports,0.19,3.76,0
1466,f796acfc3f0261a188f1c465bc3584d7,Sports,0.16,8.76,0
1466,b6e56c3ddcda781c6ebc873609aefbaa,Sports,0.21,5.45,0
1466,898192160c86da934ff5578833428ed5,Sports,0.14,4.76,0
1466,0ff4c43835439693407e112bfcb78bcf,Sports,0.02,0.19,0
1466,6f79980333501ac7d121fd506fa8456d,Sports,0.92,23.98,0
1466,a24eae790dc8e8c2ef4cf852b835da67,Sports,0.18,7.85,0
1467,163e35146edd78e55b71d68d58808763,Comedy,0.29,14.45,0
1467,e58f55f1de545a2ea229a8a8aaba1721,Comedy,0.44,13.49,0
1467,5cb941304dc03abc27421771cf0b42b1,Comedy,1.01,21.0,0
1467,ca9bebc1922c486c64cefa6ab84f75b7,Comedy,0.08,2.26,0
1467,5a78bd5f252d4b8e9f41d70c2edea34b,Comedy,0.57,14.92,0
1467,03ef24ab6773bd3d8a5c797bfcbef5a9,Comedy,0.41,10.28,0
1468,258d37b5ea3bbdd4ebd2743b0b3b63bb,Lifestyle|Travel|Food|Tech,0.18,4.91,0
1468,e257baa8b8113305b2405e863140208a,Lifestyle|Travel|Food|Tech,0.03,1.1,0
1468,1c21f9030b22b36f6fd3c6e87849442e,Lifestyle|Travel|Food|Tech,0.06,0.87,0
1469,e7fca2383a8a5343d1eba5f50cd7da94,Comedy|DIY,0.15,3.3,0
1469,f8b2a78d037d6e3cf284f7cd0fee94a4,Comedy|DIY,0.47,15.07,0
1469,1f02cce3bbe0d383af7652380a48cece,Comedy|DIY,0.03,0.87,0
1469,edf585003769aea6409b61ead45ba198,Comedy|DIY,0.43,20.94,0
1469,cc9b8f0be30e4c00c5de497c661916db,Comedy|DIY,0.06,3.46,0
1469,30a23323cb043afd9db3e7c832be6512,Comedy|DIY,0.26,8.84,0
1469,e2ec9d0deeccc42be4f580b2c9b7f467,Comedy|DIY,0.14,1.79,0
1469,aa23519a7c9d672767a280bde0831d2f,Comedy|DIY,0.01,0.58,0
1469,ed21998da9c794a68d9199960e2214cd,Comedy|DIY,1.1,31.0,1
1469,bd30e33be0e890632d120d6419ad7e19,Comedy|DIY,0.25,5.52,0
1470,207bfaccb24dc1f7216a5296a136859c,Comedy,0.08,3.15,0
1470,8412e8aace2c976d5d410f3ef2f33c4c,Comedy,0.09,1.57,0
1470,6f79980333501ac7d121fd506fa8456d,Comedy,0.06,1.49,0
1470,2a7683b8602fcfaa8fd3367d468c8d34,Comedy,0.25,6.34,0
1470,2ee688ab460c3293eb7e802a71862739,Comedy,0.09,2.15,0
1470,81a8601fefc019bb6003c8718f2bfb95,Comedy,0.09,3.54,0
1470,8e3ca3ea057faaa9c73aebde91376abc,Comedy,0.08,3.75,0
1470,6fc99f85e6c32b53fdf329ca8173521d,Comedy,0.11,1.78,0
1470,a4fb28ca9179320f21b9bb80b65d7051,Comedy,0.21,4.4,0
1470,16060dce8ac7e021774dd15e62cb6052,Comedy,0.26,2.57,0
1470,97f0d1c93ce47bfc7f2458e29522c1bc,Comedy,0.14,4.03,0
1470,246406a1169bf8aafae224bb63364a20,Comedy,0.12,2.27,0
1470,b3871fe9af033e7019df87246d721ef6,Comedy,0.07,2.69,0
1470,5a736553d760e443dec34566883f2fe7,Comedy,1.03,33.0,1
1471,cc9856dcb183e13710d994991f29e523,Pets|Beauty|Food,1.04,17.0,1
1471,e3d21f7155fce980c0533e120ca8a66a,Pets|Beauty|Food,1.18,33.0,1
1471,a7a69bc076e1d1be66566fc19e9b13ce,Pets|Beauty|Food,0.12,3.97,0
1472,702a16ea22260d20a279b8bf33db877d,Dance,0.21,4.9,0
1472,3ad7bbfbc7689ae9d4559f267d5d4e76,Dance,0.29,12.56,0
1472,3c44ba29ee5309236a2b0c27f9e514a7,Dance,1.13,19.0,1
1472,cfaf45538268f0816f7a1be236ae2b9e,Dance,0.21,6.66,0
1472,49141ad4ab8b988218f2381438bfddfb,Dance,0.47,18.44,0
1472,5780cada3ab0c689a8f1fbaa42c3b72f,Dance,0.27,3.21,0
1472,325dc90fcdf7f8123fabb09ebed208e8,Dance,0.13,3.32,0
1473,dc20336b94c00cbd40edb9b12c1abf9e,Music|Comedy|Lifestyle,0.1,2.2,0
1473,18dc8fc19fc3fdc37bfd6053df903e4c,Music|Comedy|Lifestyle,1.15,33.0,0
1473,be2bbb02149461c5d35f2991e63cf21f,Music|Comedy|Lifestyle,1.19,38.0,1
1473,6728c5a6c4a6cb30bd70b23e90085969,Music|Comedy|Lifestyle,0.02,0.25,0
1473,bc1a8a56b1ca46b1f2b4451ed4e3807b,Music|Comedy|Lifestyle,1.1,30.0,0
1473,7381eaa17d00d672eff14bada8b3c072,Music|Comedy|Lifestyle,0.12,2.61,0
1473,d198878dedbf341c873220d00888e093,Music|Comedy|Lifestyle,0.76,16.0,1
1473,fd907d4a9630e1f8897f583f4be5a1c6,Music|Comedy|Lifestyle,0.42,15.97,0
1473,bd98d1205be3eaf30102c9e5dd6aad5d,Music|Comedy|Lifestyle,0.69,33.03,0
1473,0e8f24e9f4bf36e31ad991b8086c71a6,Music|Comedy|Lifestyle,0.2,9.83,0
1473,fae8873282ba4b2c6b75a8486a9e6717,Music|Comedy|Lifestyle,0.04,1.8,0
1474,2de6d15673cd8412f1771a08f0565f70,Travel|Food|Education,0.97,12.63,1
